Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2025-01-22,6:33 PM,24 °F,23 °F,96 %,SW,7 mph,0 mph,29.08 in,0.0 in,Light Snow
2025-01-22,6:52 PM,24 °F,23 °F,96 %,SW,7 mph,0 mph,29.09 in,0.0 in,Light Snow
2025-01-22,7:04 PM,24 °F,23 °F,96 %,SW,7 mph,0 mph,29.09 in,0.0 in,Light Snow
2025-01-22,7:30 PM,25 °F,23 °F,92 %,SW,8 mph,0 mph,29.09 in,0.0 in,Light Snow
2025-01-22,7:37 PM,25 °F,24 °F,96 %,SW,7 mph,0 mph,29.09 in,0.0 in,Light Snow
2025-01-22,7:48 PM,25 °F,25 °F,100 %,SW,7 mph,0 mph,29.09 in,0.0 in,Light Snow
2025-01-22,7:52 PM,25 °F,24 °F,96 %,SW,7 mph,0 mph,29.09 in,0.0 in,Light Snow
2025-01-22,8:13 PM,25 °F,24 °F,96 %,SW,7 mph,0 mph,29.09 in,0.0 in,Light Snow
2025-01-22,8:28 PM,25 °F,24 °F,96 %,SW,7 mph,0 mph,29.09 in,0.0 in,Light Snow
2025-01-22,8:36 PM,25 °F,24 °F,96 %,SW,8 mph,0 mph,29.09 in,0.0 in,Light Snow
2025-01-22,8:52 PM,25 °F,24 °F,96 %,SW,8 mph,0 mph,29.09 in,0.0 in,Light Snow
2025-01-22,9:52 PM,27 °F,26 °F,96 %,WSW,10 mph,0 mph,29.09 in,0.0 in,Light Snow
2025-01-22,10:52 PM,27 °F,26 °F,96 %,W,9 mph,0 mph,29.10 in,0.0 in,Cloudy
2025-01-22,11:52 PM,27 °F,25 °F,92 %,W,10 mph,0 mph,29.10 in,0.0 in,Cloudy
2025-01-22,12:52 AM,27 °F,23 °F,85 %,NNW,7 mph,0 mph,29.11 in,0.0 in,Cloudy
2025-01-23,1:09 AM,27 °F,23 °F,85 %,NW,12 mph,0 mph,29.12 in,0.0 in,Cloudy
2025-01-23,1:52 AM,24 °F,18 °F,77 %,NNW,17 mph,0 mph,29.13 in,0.0 in,Light Snow
2025-01-23,2:24 AM,22 °F,16 °F,78 %,NW,21 mph,0 mph,29.14 in,0.0 in,Cloudy / Windy
2025-01-23,2:52 AM,20 °F,15 °F,81 %,NNW,22 mph,0 mph,29.15 in,0.0 in,Haze / Windy
2025-01-23,3:29 AM,19 °F,14 °F,81 %,NNW,20 mph,28 mph,29.18 in,0.0 in,Haze
2025-01-23,3:52 AM,15 °F,11 °F,84 %,NW,22 mph,0 mph,29.19 in,0.0 in,Cloudy / Windy
2025-01-23,4:01 AM,13 °F,9 °F,84 %,NW,18 mph,0 mph,29.20 in,0.0 in,Mostly Cloudy
2025-01-23,4:52 AM,8 °F,5 °F,87 %,NW,16 mph,0 mph,29.22 in,0.0 in,Fair
2025-01-23,5:52 AM,5 °F,2 °F,87 %,NW,13 mph,0 mph,29.26 in,0.0 in,Fair
2025-01-23,6:52 AM,4 °F,0 °F,84 %,NW,13 mph,0 mph,29.30 in,0.0 in,Fair
2025-01-23,7:52 AM,2 °F,-1 °F,88 %,NW,10 mph,0 mph,29.33 in,0.0 in,Fair
2025-01-23,8:52 AM,2 °F,-2 °F,83 %,NW,13 mph,0 mph,29.36 in,0.0 in,Fair
2025-01-23,9:52 AM,3 °F,-1 °F,84 %,WNW,14 mph,0 mph,29.39 in,0.0 in,Fair
2025-01-23,10:52 AM,4 °F,-1 °F,80 %,NW,14 mph,0 mph,29.41 in,0.0 in,Fair
2025-01-23,11:52 AM,6 °F,1 °F,80 %,WNW,14 mph,0 mph,29.44 in,0.0 in,Fair
2025-01-23,12:52 PM,9 °F,2 °F,73 %,WNW,16 mph,0 mph,29.44 in,0.0 in,Fair
2025-01-23,1:52 PM,9 °F,2 °F,73 %,NW,16 mph,0 mph,29.42 in,0.0 in,Fair
2025-01-23,2:52 PM,9 °F,3 °F,77 %,WNW,16 mph,0 mph,29.41 in,0.0 in,Fair
2025-01-23,3:52 PM,11 °F,4 °F,73 %,WNW,13 mph,0 mph,29.41 in,0.0 in,Fair
2025-01-23,4:52 PM,11 °F,4 °F,73 %,WNW,14 mph,0 mph,29.42 in,0.0 in,Fair
2025-01-23,5:52 PM,7 °F,1 °F,77 %,W,8 mph,0 mph,29.42 in,0.0 in,Fair
2025-01-23,6:52 PM,5 °F,0 °F,80 %,W,10 mph,0 mph,29.41 in,0.0 in,Fair
2025-01-23,7:52 PM,2 °F,-2 °F,83 %,WSW,8 mph,0 mph,29.42 in,0.0 in,Fair
2025-01-23,8:52 PM,1 °F,-3 °F,83 %,W,9 mph,0 mph,29.41 in,0.0 in,Fair
2025-01-23,9:52 PM,2 °F,-3 °F,80 %,W,13 mph,0 mph,29.41 in,0.0 in,Fair
2025-01-23,10:52 PM,-4 °F,-7 °F,87 %,WSW,3 mph,0 mph,29.40 in,0.0 in,Fair
2025-01-23,11:52 PM,0 °F,-5 °F,79 %,W,8 mph,0 mph,29.39 in,0.0 in,Fair
2025-01-23,12:52 AM,0 °F,-5 °F,79 %,W,3 mph,0 mph,29.37 in,0.0 in,Fair
2025-01-24,1:52 AM,-5 °F,-8 °F,87 %,W,6 mph,0 mph,29.36 in,0.0 in,Fair
2025-01-24,2:52 AM,-4 °F,-6 °F,91 %,SSW,3 mph,0 mph,29.34 in,0.0 in,Fair
2025-01-24,3:52 AM,-6 °F,-9 °F,87 %,SSW,3 mph,0 mph,29.34 in,0.0 in,Fair
2025-01-24,4:52 AM,-5 °F,-7 °F,91 %,CALM,0 mph,0 mph,29.33 in,0.0 in,Fair
2025-01-24,5:52 AM,-9 °F,-11 °F,91 %,CALM,0 mph,0 mph,29.30 in,0.0 in,Fair
2025-01-24,6:52 AM,-9 °F,-12 °F,87 %,S,3 mph,0 mph,29.29 in,0.0 in,Fair
2025-01-24,7:52 AM,-11 °F,-14 °F,86 %,S,6 mph,0 mph,29.29 in,0.0 in,Fair
2025-01-24,8:52 AM,-7 °F,-10 °F,87 %,SSE,5 mph,0 mph,29.27 in,0.0 in,Fair
2025-01-24,9:52 AM,0 °F,-3 °F,88 %,S,6 mph,0 mph,29.26 in,0.0 in,Partly Cloudy
2025-01-24,10:52 AM,6 °F,1 °F,80 %,S,9 mph,0 mph,29.25 in,0.0 in,Cloudy
2025-01-24,11:52 AM,14 °F,6 °F,71 %,S,12 mph,0 mph,29.24 in,0.0 in,Fair
2025-01-24,12:52 PM,18 °F,9 °F,68 %,SSE,13 mph,0 mph,29.18 in,0.0 in,Fair
2025-01-24,1:52 PM,21 °F,11 °F,65 %,S,14 mph,23 mph,29.14 in,0.0 in,Cloudy
2025-01-24,2:52 PM,23 °F,13 °F,65 %,S,16 mph,24 mph,29.11 in,0.0 in,Mostly Cloudy
2025-01-24,3:52 PM,23 °F,14 °F,68 %,SSE,16 mph,25 mph,29.07 in,0.0 in,Cloudy
2025-01-24,4:52 PM,24 °F,14 °F,65 %,SSE,16 mph,25 mph,29.05 in,0.0 in,Cloudy
2025-01-24,5:52 PM,24 °F,15 °F,69 %,SSE,12 mph,0 mph,29.06 in,0.0 in,Cloudy
2025-01-24,7:52 PM,23 °F,15 °F,72 %,S,10 mph,0 mph,29.07 in,0.0 in,Mostly Cloudy
2025-01-24,8:52 PM,25 °F,16 °F,69 %,S,12 mph,0 mph,29.07 in,0.0 in,Cloudy
2025-01-24,9:52 PM,27 °F,19 °F,72 %,SSW,15 mph,0 mph,29.08 in,0.0 in,Cloudy
2025-01-24,10:52 PM,28 °F,20 °F,72 %,SSW,13 mph,0 mph,29.08 in,0.0 in,Cloudy
2025-01-24,11:52 PM,26 °F,20 °F,78 %,SW,10 mph,0 mph,29.07 in,0.0 in,Mostly Cloudy
2025-01-24,12:52 AM,27 °F,20 °F,75 %,SW,15 mph,0 mph,29.10 in,0.0 in,Fair
2025-01-25,1:52 AM,22 °F,17 °F,82 %,WSW,9 mph,0 mph,29.10 in,0.0 in,Fair
2025-01-25,2:52 AM,22 °F,17 °F,82 %,W,12 mph,0 mph,29.10 in,0.0 in,Fair
2025-01-25,3:52 AM,19 °F,16 °F,88 %,WSW,3 mph,0 mph,29.11 in,0.0 in,Fair
2025-01-25,4:52 AM,21 °F,17 °F,85 %,SW,3 mph,0 mph,29.12 in,0.0 in,Fair
2025-01-25,5:52 AM,22 °F,18 °F,85 %,SW,8 mph,0 mph,29.12 in,0.0 in,Fair
2025-01-25,6:52 AM,18 °F,16 °F,92 %,SSW,6 mph,0 mph,29.12 in,0.0 in,Fair
2025-01-25,7:52 AM,20 °F,17 °F,89 %,WSW,7 mph,0 mph,29.14 in,0.0 in,Fair
2025-01-25,8:52 AM,20 °F,18 °F,92 %,WSW,9 mph,0 mph,29.15 in,0.0 in,Fair
2025-01-25,9:52 AM,25 °F,20 °F,81 %,WSW,10 mph,0 mph,29.17 in,0.0 in,Fair
2025-01-25,10:52 AM,28 °F,22 °F,78 %,W,12 mph,0 mph,29.19 in,0.0 in,Fair
2025-01-25,11:52 AM,32 °F,24 °F,73 %,W,15 mph,0 mph,29.20 in,0.0 in,Fair
2025-01-25,12:52 PM,34 °F,26 °F,73 %,W,16 mph,0 mph,29.19 in,0.0 in,Fair
2025-01-25,1:52 PM,36 °F,26 °F,67 %,W,16 mph,0 mph,29.18 in,0.0 in,Fair
2025-01-25,2:52 PM,37 °F,25 °F,62 %,W,24 mph,31 mph,29.17 in,0.0 in,Fair / Windy
2025-01-25,3:52 PM,37 °F,24 °F,59 %,W,23 mph,30 mph,29.18 in,0.0 in,Fair / Windy
2025-01-25,4:52 PM,34 °F,23 °F,64 %,WNW,21 mph,0 mph,29.21 in,0.0 in,Fair / Windy
2025-01-25,5:52 PM,32 °F,20 °F,61 %,NW,18 mph,0 mph,29.25 in,0.0 in,Fair
2025-01-25,6:52 PM,28 °F,19 °F,69 %,NW,14 mph,0 mph,29.28 in,0.0 in,Fair
2025-01-25,7:52 PM,25 °F,18 °F,75 %,NW,8 mph,0 mph,29.30 in,0.0 in,Fair
2025-01-25,8:52 PM,24 °F,16 °F,71 %,NW,13 mph,0 mph,29.33 in,0.0 in,Fair
2025-01-25,9:52 PM,23 °F,15 °F,72 %,WNW,13 mph,0 mph,29.35 in,0.0 in,Fair
2025-01-25,10:52 PM,21 °F,13 °F,71 %,WNW,15 mph,23 mph,29.38 in,0.0 in,Fair
2025-01-25,11:52 PM,19 °F,11 °F,71 %,NW,15 mph,0 mph,29.40 in,0.0 in,Fair
2025-01-25,12:52 AM,18 °F,10 °F,71 %,NW,14 mph,0 mph,29.41 in,0.0 in,Fair
2025-01-26,1:52 AM,17 °F,9 °F,71 %,NW,16 mph,0 mph,29.41 in,0.0 in,Fair
2025-01-26,2:52 AM,16 °F,9 °F,74 %,NW,14 mph,0 mph,29.41 in,0.0 in,Fair
2025-01-26,3:52 AM,15 °F,8 °F,74 %,NW,14 mph,0 mph,29.41 in,0.0 in,Fair
2025-01-26,4:52 AM,13 °F,8 °F,81 %,WNW,10 mph,0 mph,29.42 in,0.0 in,Fair
2025-01-26,5:52 AM,11 °F,7 °F,84 %,W,8 mph,0 mph,29.42 in,0.0 in,Fair
2025-01-26,6:52 AM,10 °F,6 °F,84 %,WNW,7 mph,0 mph,29.44 in,0.0 in,Fair
2025-01-26,7:52 AM,8 °F,5 °F,87 %,WNW,7 mph,0 mph,29.45 in,0.0 in,Fair
2025-01-26,8:52 AM,7 °F,4 °F,87 %,NW,8 mph,0 mph,29.46 in,0.0 in,Fair
2025-01-26,9:52 AM,11 °F,7 °F,84 %,NW,7 mph,0 mph,29.47 in,0.0 in,Fair
2025-01-26,10:52 AM,16 °F,9 °F,74 %,WNW,6 mph,0 mph,29.47 in,0.0 in,Fair
2025-01-26,11:52 AM,17 °F,9 °F,71 %,W,6 mph,0 mph,29.47 in,0.0 in,Fair
2025-01-26,12:52 PM,21 °F,12 °F,68 %,WNW,10 mph,0 mph,29.46 in,0.0 in,Fair
2025-01-26,1:52 PM,24 °F,13 °F,62 %,WNW,9 mph,0 mph,29.43 in,0.0 in,Fair
2025-01-26,2:52 PM,25 °F,13 °F,60 %,W,13 mph,0 mph,29.40 in,0.0 in,Fair
2025-01-26,3:52 PM,27 °F,12 °F,53 %,W,10 mph,0 mph,29.39 in,0.0 in,Fair
2025-01-26,4:52 PM,27 °F,11 °F,51 %,W,9 mph,0 mph,29.37 in,0.0 in,Fair
2025-01-26,5:52 PM,24 °F,13 °F,62 %,W,6 mph,0 mph,29.36 in,0.0 in,Fair
2025-01-26,6:52 PM,20 °F,9 °F,62 %,WSW,6 mph,0 mph,29.35 in,0.0 in,Fair
2025-01-26,7:52 PM,20 °F,7 °F,57 %,WSW,6 mph,0 mph,29.35 in,0.0 in,Fair
2025-01-26,8:52 PM,14 °F,5 °F,67 %,SSW,3 mph,0 mph,29.34 in,0.0 in,Fair
2025-01-26,9:52 PM,11 °F,4 °F,73 %,SSW,6 mph,0 mph,29.33 in,0.0 in,Fair
2025-01-26,10:52 PM,15 °F,5 °F,64 %,WSW,9 mph,0 mph,29.32 in,0.0 in,Fair
2025-01-26,11:52 PM,16 °F,5 °F,62 %,WSW,9 mph,0 mph,29.30 in,0.0 in,Fair
2025-01-26,12:52 AM,16 °F,5 °F,62 %,SW,9 mph,0 mph,29.29 in,0.0 in,Fair
2025-01-27,1:52 AM,14 °F,4 °F,64 %,SW,9 mph,0 mph,29.26 in,0.0 in,Fair
2025-01-27,2:52 AM,13 °F,5 °F,71 %,SW,9 mph,0 mph,29.22 in,0.0 in,Fair
2025-01-27,3:52 AM,13 °F,5 °F,71 %,SW,9 mph,0 mph,29.20 in,0.0 in,Fair
2025-01-27,4:52 AM,13 °F,6 °F,74 %,SW,9 mph,0 mph,29.17 in,0.0 in,Fair
2025-01-27,5:52 AM,17 °F,8 °F,68 %,WSW,13 mph,0 mph,29.15 in,0.0 in,Fair
2025-01-27,6:52 AM,17 °F,9 °F,71 %,WSW,9 mph,0 mph,29.13 in,0.0 in,Fair
2025-01-27,7:52 AM,16 °F,9 °F,74 %,SW,10 mph,0 mph,29.11 in,0.0 in,Fair
2025-01-27,8:52 AM,16 °F,9 °F,74 %,SW,10 mph,0 mph,29.10 in,0.0 in,Fair
2025-01-27,9:52 AM,22 °F,14 °F,72 %,SW,16 mph,0 mph,29.07 in,0.0 in,Fair
2025-01-27,10:52 AM,29 °F,18 °F,64 %,WSW,15 mph,0 mph,29.04 in,0.0 in,Fair
2025-01-27,11:52 AM,35 °F,21 °F,57 %,WSW,20 mph,30 mph,29.02 in,0.0 in,Fair
2025-01-27,12:52 PM,38 °F,20 °F,48 %,WSW,18 mph,29 mph,28.98 in,0.0 in,Fair
2025-01-27,1:52 PM,42 °F,19 °F,40 %,WSW,21 mph,33 mph,28.91 in,0.0 in,Fair / Windy
2025-01-27,2:52 PM,45 °F,18 °F,34 %,WSW,21 mph,31 mph,28.87 in,0.0 in,Fair / Windy
2025-01-27,3:52 PM,46 °F,18 °F,33 %,WSW,21 mph,31 mph,28.85 in,0.0 in,Fair / Windy
2025-01-27,4:52 PM,45 °F,17 °F,33 %,WSW,17 mph,0 mph,28.83 in,0.0 in,Fair
2025-01-27,5:52 PM,44 °F,16 °F,32 %,W,16 mph,0 mph,28.85 in,0.0 in,Cloudy
2025-01-27,6:52 PM,41 °F,19 °F,41 %,W,12 mph,0 mph,28.86 in,0.0 in,Cloudy
2025-01-27,7:52 PM,40 °F,19 °F,43 %,W,12 mph,0 mph,28.87 in,0.0 in,Cloudy
2025-01-27,8:52 PM,40 °F,18 °F,41 %,W,13 mph,0 mph,28.88 in,0.0 in,Mostly Cloudy
2025-01-27,9:52 PM,39 °F,20 °F,46 %,W,12 mph,0 mph,28.92 in,0.0 in,Cloudy
2025-01-27,10:52 PM,36 °F,22 °F,57 %,WNW,10 mph,0 mph,28.93 in,0.0 in,Cloudy
2025-01-27,11:52 PM,34 °F,20 °F,56 %,WNW,13 mph,0 mph,28.93 in,0.0 in,Fair
2025-01-27,12:52 AM,32 °F,20 °F,61 %,NW,13 mph,0 mph,28.95 in,0.0 in,Fair
2025-01-28,1:52 AM,29 °F,20 °F,69 %,WNW,7 mph,0 mph,28.95 in,0.0 in,Fair
2025-01-28,2:52 AM,25 °F,19 °F,78 %,WNW,9 mph,0 mph,28.97 in,0.0 in,Fair
2025-01-28,3:52 AM,23 °F,18 °F,81 %,W,10 mph,0 mph,28.98 in,0.0 in,Fair
2025-01-28,4:52 AM,22 °F,19 °F,89 %,WNW,6 mph,0 mph,28.98 in,0.0 in,Fair
2025-01-28,5:52 AM,22 °F,19 °F,89 %,NW,9 mph,0 mph,28.98 in,0.0 in,Fair
2025-01-28,6:52 AM,20 °F,18 °F,92 %,W,9 mph,0 mph,28.96 in,0.0 in,Fair
2025-01-28,7:52 AM,19 °F,17 °F,92 %,W,3 mph,0 mph,28.95 in,0.0 in,Fair
2025-01-28,8:52 AM,20 °F,18 °F,92 %,CALM,0 mph,0 mph,28.94 in,0.0 in,Fair
2025-01-28,9:52 AM,27 °F,23 °F,85 %,WSW,8 mph,0 mph,28.93 in,0.0 in,Fair
2025-01-28,10:52 AM,33 °F,25 °F,72 %,SW,12 mph,0 mph,28.91 in,0.0 in,Fair
2025-01-28,11:52 AM,39 °F,26 °F,60 %,WSW,15 mph,0 mph,28.88 in,0.0 in,Fair
2025-01-28,12:52 PM,44 °F,28 °F,53 %,WSW,20 mph,0 mph,28.82 in,0.0 in,Fair
2025-01-28,1:52 PM,48 °F,27 °F,44 %,WSW,23 mph,32 mph,28.75 in,0.0 in,Fair / Windy
2025-01-28,2:52 PM,50 °F,27 °F,41 %,WSW,25 mph,35 mph,28.70 in,0.0 in,Fair / Windy
2025-01-28,3:52 PM,52 °F,28 °F,40 %,WSW,23 mph,38 mph,28.67 in,0.0 in,Fair / Windy
2025-01-28,4:52 PM,52 °F,27 °F,38 %,W,22 mph,33 mph,28.68 in,0.0 in,Fair / Windy
2025-01-28,5:52 PM,50 °F,27 °F,41 %,W,20 mph,30 mph,28.69 in,0.0 in,Fair
2025-01-28,6:52 PM,46 °F,26 °F,46 %,W,16 mph,0 mph,28.71 in,0.0 in,Fair
2025-01-28,7:52 PM,44 °F,26 °F,49 %,W,15 mph,0 mph,28.72 in,0.0 in,Fair
2025-01-28,8:52 PM,41 °F,27 °F,57 %,W,15 mph,0 mph,28.75 in,0.0 in,Fair
2025-01-28,9:52 PM,40 °F,26 °F,58 %,WNW,14 mph,0 mph,28.77 in,0.0 in,Fair
2025-01-28,10:52 PM,39 °F,25 °F,57 %,WNW,17 mph,0 mph,28.79 in,0.0 in,Fair
2025-01-28,11:52 PM,40 °F,25 °F,55 %,WNW,21 mph,32 mph,28.80 in,0.0 in,Fair / Windy
2025-01-28,12:52 AM,37 °F,24 °F,59 %,WNW,17 mph,0 mph,28.83 in,0.0 in,Fair
2025-01-29,1:52 AM,38 °F,25 °F,60 %,NW,21 mph,31 mph,28.85 in,0.0 in,Fair / Windy
2025-01-29,2:52 AM,33 °F,24 °F,70 %,WNW,15 mph,0 mph,28.88 in,0.0 in,Fair
2025-01-29,3:52 AM,32 °F,24 °F,73 %,WNW,14 mph,0 mph,28.90 in,0.0 in,Fair
2025-01-29,4:52 AM,32 °F,24 °F,73 %,NW,15 mph,0 mph,28.91 in,0.0 in,Fair
2025-01-29,5:52 AM,28 °F,23 °F,81 %,WNW,12 mph,0 mph,28.92 in,0.0 in,Fair
2025-01-29,6:52 AM,27 °F,23 °F,85 %,WNW,13 mph,0 mph,28.95 in,0.0 in,Fair
2025-01-29,7:52 AM,27 °F,23 °F,85 %,WNW,10 mph,0 mph,28.99 in,0.0 in,Fair
2025-01-29,8:52 AM,28 °F,23 °F,81 %,WNW,10 mph,0 mph,29.02 in,0.0 in,Fair
2025-01-29,9:52 AM,33 °F,26 °F,75 %,W,12 mph,0 mph,29.05 in,0.0 in,Fair
2025-01-29,10:52 AM,39 °F,27 °F,62 %,WNW,10 mph,0 mph,29.06 in,0.0 in,Fair
2025-01-29,11:52 AM,41 °F,27 °F,57 %,WSW,10 mph,0 mph,29.08 in,0.0 in,Fair
2025-01-29,12:52 PM,44 °F,27 °F,51 %,W,13 mph,0 mph,29.08 in,0.0 in,Fair
2025-01-29,1:52 PM,48 °F,26 °F,42 %,W,16 mph,0 mph,29.07 in,0.0 in,Fair
2025-01-29,2:52 PM,50 °F,26 °F,39 %,W,14 mph,0 mph,29.06 in,0.0 in,Fair
2025-01-29,3:52 PM,50 °F,25 °F,38 %,WNW,14 mph,0 mph,29.07 in,0.0 in,Fair
2025-01-29,4:52 PM,49 °F,25 °F,39 %,NW,12 mph,0 mph,29.06 in,0.0 in,Fair
2025-01-29,5:52 PM,44 °F,24 °F,45 %,NW,7 mph,0 mph,29.06 in,0.0 in,Fair
2025-01-29,6:52 PM,42 °F,24 °F,49 %,NNW,5 mph,0 mph,29.07 in,0.0 in,Fair
2025-01-29,7:52 PM,35 °F,23 °F,61 %,CALM,0 mph,0 mph,29.08 in,0.0 in,Fair
2025-01-29,8:52 PM,35 °F,23 °F,61 %,CALM,0 mph,0 mph,29.09 in,0.0 in,Fair
2025-01-29,9:52 PM,30 °F,22 °F,72 %,CALM,0 mph,0 mph,29.08 in,0.0 in,Fair
2025-01-29,10:52 PM,31 °F,22 °F,69 %,ESE,6 mph,0 mph,29.07 in,0.0 in,Fair
2025-01-29,11:52 PM,28 °F,22 °F,78 %,ESE,3 mph,0 mph,29.07 in,0.0 in,Fair
2025-01-29,12:52 AM,27 °F,22 °F,81 %,S,5 mph,0 mph,29.08 in,0.0 in,Fair
2025-01-30,1:52 AM,29 °F,22 °F,75 %,SE,6 mph,0 mph,29.04 in,0.0 in,Fair
2025-01-30,2:52 AM,29 °F,21 °F,72 %,SE,7 mph,0 mph,29.01 in,0.0 in,Fair
2025-01-30,3:52 AM,26 °F,20 °F,78 %,SSE,6 mph,0 mph,29.01 in,0.0 in,Fair
2025-01-30,4:52 AM,28 °F,20 °F,72 %,SSE,5 mph,0 mph,29.01 in,0.0 in,Fair
2025-01-30,5:52 AM,26 °F,20 °F,78 %,SSE,6 mph,0 mph,29.00 in,0.0 in,Fair
2025-01-30,6:52 AM,27 °F,20 °F,75 %,SSE,6 mph,0 mph,28.98 in,0.0 in,Fair
2025-01-30,7:52 AM,23 °F,19 °F,85 %,S,6 mph,0 mph,28.97 in,0.0 in,Fair
2025-01-30,8:52 AM,26 °F,21 °F,81 %,ESE,6 mph,0 mph,28.93 in,0.0 in,Fair
2025-01-30,9:52 AM,31 °F,25 °F,79 %,S,6 mph,0 mph,28.95 in,0.0 in,Fair
2025-01-30,10:52 AM,37 °F,29 °F,73 %,S,8 mph,0 mph,28.95 in,0.0 in,Mostly Cloudy
2025-01-30,11:52 AM,42 °F,29 °F,60 %,S,10 mph,0 mph,28.94 in,0.0 in,Fair
2025-01-30,12:52 PM,48 °F,34 °F,58 %,S,9 mph,0 mph,28.89 in,0.0 in,Fair
2025-01-30,1:52 PM,50 °F,36 °F,59 %,SSE,5 mph,0 mph,28.87 in,0.0 in,Mostly Cloudy
2025-01-30,2:52 PM,52 °F,38 °F,59 %,SSE,10 mph,0 mph,28.84 in,0.0 in,Cloudy
2025-01-30,3:52 PM,53 °F,40 °F,61 %,SSE,10 mph,0 mph,28.84 in,0.0 in,Partly Cloudy
2025-01-30,4:52 PM,50 °F,42 °F,74 %,S,12 mph,0 mph,28.84 in,0.0 in,Cloudy
2025-01-30,5:49 PM,48 °F,43 °F,82 %,S,9 mph,0 mph,28.84 in,0.0 in,Cloudy
2025-01-30,5:52 PM,48 °F,43 °F,83 %,S,13 mph,0 mph,28.84 in,0.0 in,Cloudy
2025-01-30,5:59 PM,48 °F,43 °F,83 %,S,13 mph,0 mph,28.84 in,0.0 in,Cloudy
2025-01-30,6:52 PM,45 °F,43 °F,93 %,SSE,9 mph,0 mph,28.83 in,0.0 in,Cloudy
2025-01-30,7:52 PM,43 °F,43 °F,100 %,SSE,5 mph,0 mph,28.84 in,0.0 in,Mist
2025-01-30,8:15 PM,43 °F,43 °F,100 %,SSE,3 mph,0 mph,28.84 in,0.0 in,Mist
2025-01-30,8:38 PM,43 °F,42 °F,97 %,CALM,0 mph,0 mph,28.84 in,0.0 in,Mist
2025-01-30,8:52 PM,43 °F,42 °F,97 %,E,3 mph,0 mph,28.83 in,0.0 in,Fog
2025-01-30,9:52 PM,42 °F,42 °F,100 %,CALM,0 mph,0 mph,28.83 in,0.0 in,Fog
2025-01-30,10:38 PM,42 °F,42 °F,100 %,ENE,3 mph,0 mph,28.81 in,0.0 in,Fog
2025-01-30,10:47 PM,43 °F,43 °F,100 %,ENE,3 mph,0 mph,28.80 in,0.0 in,Fog
2025-01-30,10:49 PM,43 °F,43 °F,100 %,NE,3 mph,0 mph,28.80 in,0.0 in,Fog
2025-01-30,10:52 PM,42 °F,42 °F,100 %,E,3 mph,0 mph,28.81 in,0.0 in,Fog
2025-01-30,10:59 PM,41 °F,41 °F,100 %,E,5 mph,0 mph,28.81 in,0.0 in,Fog
2025-01-30,11:03 PM,41 °F,41 °F,100 %,E,7 mph,0 mph,28.81 in,0.0 in,Fog
2025-01-30,11:10 PM,41 °F,41 °F,100 %,E,6 mph,0 mph,28.80 in,0.0 in,Fog
2025-01-30,11:52 PM,40 °F,40 °F,100 %,E,8 mph,0 mph,28.79 in,0.0 in,Fog
2025-01-30,12:09 AM,40 °F,40 °F,100 %,SE,7 mph,0 mph,28.79 in,0.0 in,Fog
2025-01-30,12:20 AM,40 °F,40 °F,100 %,SE,6 mph,0 mph,28.79 in,0.0 in,Fog
2025-01-30,12:52 AM,40 °F,40 °F,100 %,ESE,6 mph,0 mph,28.79 in,0.0 in,Fog
2025-01-31,1:31 AM,40 °F,40 °F,100 %,E,6 mph,0 mph,28.77 in,0.0 in,Fog
2025-01-31,1:52 AM,40 °F,40 °F,100 %,ENE,7 mph,0 mph,28.75 in,0.0 in,Fog
2025-01-31,2:15 AM,40 °F,40 °F,100 %,NNE,9 mph,0 mph,28.73 in,0.0 in,Fog
2025-01-31,2:22 AM,41 °F,41 °F,100 %,NNE,7 mph,0 mph,28.72 in,0.0 in,Fog
2025-01-31,2:34 AM,40 °F,40 °F,100 %,NNE,10 mph,0 mph,28.72 in,0.0 in,Fog
2025-01-31,2:52 AM,41 °F,41 °F,100 %,NE,8 mph,0 mph,28.71 in,0.0 in,Fog
2025-01-31,3:04 AM,40 °F,40 °F,100 %,ENE,9 mph,0 mph,28.72 in,0.0 in,Fog
2025-01-31,3:19 AM,40 °F,40 °F,100 %,ENE,6 mph,0 mph,28.73 in,0.0 in,Fog
2025-01-31,3:35 AM,39 °F,39 °F,100 %,E,7 mph,0 mph,28.74 in,0.0 in,Fog
2025-01-31,3:52 AM,40 °F,40 °F,100 %,NE,8 mph,0 mph,28.73 in,0.0 in,Fog
2025-01-31,3:59 AM,40 °F,40 °F,100 %,NE,8 mph,0 mph,28.73 in,0.0 in,Fog
2025-01-31,4:52 AM,40 °F,40 °F,100 %,NE,7 mph,0 mph,28.71 in,0.0 in,Fog
2025-01-31,5:13 AM,41 °F,41 °F,100 %,NNE,13 mph,0 mph,28.71 in,0.0 in,Light Rain / Fog
2025-01-31,5:20 AM,40 °F,40 °F,100 %,NNE,13 mph,0 mph,28.71 in,0.0 in,Fog
2025-01-31,5:52 AM,41 °F,41 °F,100 %,NNE,13 mph,0 mph,28.71 in,0.0 in,Mist
2025-01-31,6:24 AM,42 °F,42 °F,100 %,NE,16 mph,0 mph,28.71 in,0.0 in,Mist
2025-01-31,6:36 AM,42 °F,42 °F,100 %,NNE,16 mph,0 mph,28.71 in,0.0 in,Mist
